name,team,pctile_min,pctile_ppg,pctile_fg2_pct,pctile_interior_def_fg_pct,pctile_blk,pctile_reb,pctile_ast_minus_tov,pctile_net_off_rating,pctile_fg3m,pctile_perimeter_def_fg_pct,pctile_net_def_rating,pctile_stl,pctile_avg_speed,pctile_loose_balls,pctile_charges,pctile_box_outs
Klay Thompson,DAL,56.6,57.8,1.3,90.1,40.7,12.2,29.6,18.0,95.2,63.9,88.0,16.5,48.3,10.3,21.6,5.0
Kobe Brown,IND,23.8,17.1,65.7,84.3,24.3,31.5,22.0,1.1,32.3,1.1,38.2,8.7,41.3,28.3,84.3,64.8
Kobe Sanders,LAC,46.6,28.3,34.4,83.6,9.4,15.5,25.3,24.7,49.7,42.3,69.7,41.3,46.2,48.9,56.1,51.6
Kon Knueppel,CHA,95.8,85.2,53.0,82.9,24.3,73.8,63.5,92.6,98.9,80.6,13.6,41.3,93.1,91.4,74.6,58.9
Kris Dunn,LAC,86.8,28.3,61.1,37.6,24.3,38.4,81.7,49.7,37.8,49.9,39.2,97.4,63.6,62.8,21.6,15.9
Kris Murray,POR,45.5,17.1,86.5,89.2,55.6,46.0,33.9,32.4,20.9,87.8,86.5,63.5,75.9,62.8,74.6,77.5
Kristaps Porziņģis,GSW,12.7,80.2,36.0,85.3,93.8,72.4,58.1,86.2,69.0,68.0,70.8,28.3,7.0,32.5,21.6,88.5
Kyle Anderson,MIN,16.4,19.8,52.6,3.4,73.8,43.5,78.7,5.3,8.2,95.2,96.8,73.1,18.9,1.1,21.6,66.1
Kyle Filipowski,UTA,70.1,56.2,71.2,10.7,66.7,89.4,52.8,79.6,38.1,30.4,31.6,63.5,39.2,40.9,74.6,84.5
Kyle Kuzma,MIL,70.4,65.2,64.6,78.3,55.6,62.0,53.8,38.6,51.3,33.6,45.2,41.3,53.6,7.5,74.6,69.7
Kyshawn George,WAS,49.5,74.1,16.4,53.8,87.3,70.6,76.7,44.7,82.5,19.6,50.0,73.1,85.8,76.3,95.9,72.8
LaMelo Ball,CHA,80.4,88.5,9.8,33.9,40.7,65.1,95.9,99.5,99.5,13.5,7.5,85.7,63.6,82.9,21.6,43.7
Landry Shamet,NYK,36.0,44.7,70.4,71.2,24.3,7.4,45.5,24.1,81.7,3.7,88.8,28.3,93.1,4.4,74.6,52.6
Lauri Markkanen,UTA,52.6,97.4,57.4,41.4,66.7,87.2,36.4,72.8,93.7,91.8,93.4,73.1,50.1,53.3,21.6,74.5
LeBron James,LAL,78.8,91.3,75.4,39.9,73.8,82.8,95.2,42.2,54.8,51.3,74.9,85.7,0.5,85.6,21.6,55.7
Leonard Miller,CHI,10.3,33.1,97.6,48.5,40.7,51.9,8.6,97.4,26.2,37.7,73.4,8.7,97.6,35.2,21.6,58.9
Lonzo Ball,CLE,10.8,9.0,23.9,84.3,40.7,54.2,85.6,8.5,47.1,61.8,77.4,89.6,58.5,85.6,21.6,62.2
Luguentz Dort,OKC,72.0,36.0,9.4,80.3,55.6,46.0,22.0,48.3,73.8,33.6,7.5,63.5,17.2,22.8,66.7,57.5
Luka Dončić,LAL,90.5,100.0,63.5,13.6,66.7,91.7,96.3,94.2,99.7,88.6,26.7,97.4,1.7,84.4,98.4,35.2
Luka Garza,BOS,31.7,34.5,90.7,43.3,55.6,56.6,17.6,62.3,28.8,22.8,9.0,8.7,91.0,22.8,87.0,95.2
Luke Kennard,LAL,63.5,36.8,69.3,29.0,9.4,15.5,63.5,34.5,61.9,9.1,71.8,41.3,63.6,8.7,21.6,17.2
Luke Kornet,SAS,51.9,22.8,91.3,87.4,89.9,82.8,66.5,21.8,2.8,79.1,20.9,16.5,46.2,4.4,84.3,90.9
Malik Monk,SAC,47.4,63.8,19.3,47.2,55.6,9.1,66.5,54.4,80.4,24.7,57.9,28.3,16.4,46.0,56.1,2.0
Marcus Smart,LAL,68.8,44.7,11.4,36.5,55.6,27.2,66.5,75.1,65.9,72.1,91.0,92.9,2.1,85.6,99.7,72.1
Mark Williams,PHX,51.1,57.8,89.9,32.8,87.3,92.5,3.4,28.2,2.8,87.2,24.7,63.5,37.0,51.3,21.6,89.2
Marvin Bagley III,DAL,39.2,52.5,87.3,76.1,79.1,82.8,22.0,63.1,13.5,74.3,11.8,16.5,81.5,38.5,95.1,86.9
Matas Buzelis,CHI,88.1,78.6,75.7,79.6,96.4,81.3,5.8,53.8,84.4,32.5,23.4,41.3,89.0,54.9,66.7,46.7
Max Christie,DAL,87.6,62.7,42.3,38.4,55.6,35.6,46.7,36.9,85.7,53.0,21.6,28.3,69.2,22.8,46.6,14.4
Maxime Raynaud,SAC,77.5,63.8,80.7,36.5,66.7,90.7,8.6,67.2,12.6,43.5,9.7,16.5,67.1,32.5,21.6,88.5
Micah Peavy,NOP,22.0,5.4,6.3,88.2,9.4,9.1,40.3,29.1,15.3,66.3,73.4,41.3,87.4,22.8,56.1,37.2
Micah Potter,IND,21.4,47.2,93.1,21.2,40.7,68.5,29.6,29.1,64.6,44.8,83.1,16.5,69.2,6.1,21.6,85.4
